email_id,Customer name_llm,Customer name_regex,Customer name_match,Car model_llm,Car model_regex,Car model_match,Pickup_llm,Pickup_regex,Pickup_match,Dropoff_llm,Dropoff_regex,Dropoff_match
renticop_booking_339220,David Fernandes,David Fernandes,True,Peugeot 208,Peugeot 208,True,2025-12-30 14:45 em Funchal Airport,2025-12-30 14:45 em Funchal Airport,True,2026-01-08 10:45 em,2026-01-08 10:45 em Santa Cruz Downtown,False
renticop_booking_477400,Ana Fernandes,Ana Fernandes,True,Hyundai i20,Hyundai i20,True,2025-11-16 10:00 em Faro Airport,2025-11-16 10:00 em Faro Airport,True,2025-11-18 10:45 em Santa Cruz,2025-11-18 10:45 em Santa Cruz Downtown,False
renticop_booking_723266,Rui Coelho,Rui Coelho,True,Seat Ibiza,Seat Ibiza,True,2025-09-08 13:15 em Lisbon Airport,2025-09-08 13:15 em Lisbon Airport,True,2025-09-13 15:30 em Faro,2025-09-13 15:30 em Faro Airport,False
renticop_booking_177558,Diana Marques,Diana Marques,True,Seat Ibiza,Seat Ibiza,True,2026-02-15 15:45 em Santa Cruz Downtown,2026-02-15 15:45 em Santa Cruz Downtown,True,2026-02-25 16:45 em Funch,2026-02-25 16:45 em Funchal Airport,False
renticop_booking_722665,Diana Costa,Diana Costa,True,Volkswagen Golf,Volkswagen Golf,True,2026-05-23 09:15 em Lisbon Airport,2026-05-23 09:15 em Lisbon Airport,True,"2026-05-25 18:30 em Gaia Station
 diligently",2026-05-25 18:30 em Gaia Station,False
renticop_booking_778159,Inês Coelho,Inês Coelho,True,Toyota Yaris,Toyota Yaris,True,2026-01-21 13:45 em Funchal Airport,2026-01-21 13:45 em Funchal Airport,True,2026-02-03 09:00 em,2026-02-03 09:00 em Porto Airport,False
renticop_booking_936507,David Garcia,David Garcia,True,Toyota Yaris,Toyota Yaris,True,2026-01-24 10:15 em Faro Airport,2026-01-24 10:15 em Faro Airport,True,2026-02-04 18:45 em Funchal,2026-02-04 18:45 em Funchal Airport,False
renticop_booking_104666,Sara Marques,Sara Marques,True,Renault Clio,Renault Clio,True,2026-06-26 11:30 em Santa Cruz Downtown,2026-06-26 11:30 em Santa Cruz Downtown,True,2026-06-30 20:00 em Funch,2026-06-30 20:00 em Funchal Airport,False
renticop_booking_747351,Rui Fernandes,Rui Fernandes,True,Seat Ibiza,Seat Ibiza,True,2025-09-27 18:30 em Gaia Station,2025-09-27 18:30 em Gaia Station,True,2025-10-11 17:00 em Lisbon,2025-10-11 17:00 em Lisbon Airport,False
renticop_booking_110048,Rui Johnson,Rui Johnson,True,Nissan Micra,Nissan Micra,True,2026-03-06 11:45 em Faro Airport,2026-03-06 11:45 em Faro Airport,True,2026-03-09 16:45 em Gaia,2026-03-09 16:45 em Gaia Station,False
renticop_booking_612438,Rui Fernandes,Rui Fernandes,True,Peugeot 208,Peugeot 208,True,2025-09-24 17:00 em Porto Airport,2025-09-24 17:00 em Porto Airport,True,2025-09-26 20:15 em F,2025-09-26 20:15 em Funchal Airport,False
renticop_booking_918665,Ana Oliveira,Ana Oliveira,True,Peugeot 208,Peugeot 208,True,2026-02-20 19:45 em Santa Cruz Downtown,2026-02-20 19:45 em Santa Cruz Downtown,True,2026-03-02 16:00 em Funch,2026-03-02 16:00 em Funchal Airport,False
renticop_booking_668373,Rui Johnson,Rui Johnson,True,Toyota Yaris,Toyota Yaris,True,2025-07-22 19:45 em Faro Airport,2025-07-22 19:45 em Faro Airport,True,2025-08-04 16:15 em Funch,2025-08-04 16:15 em Funchal Airport,False
renticop_booking_548965,Tiago Coelho,Tiago Coelho,True,Peugeot 208,Peugeot 208,True,2025-09-23 10:15 em Santa Cruz Downtown,2025-09-23 10:15 em Santa Cruz Downtown,True,2025-10-03 11:00 em,2025-10-03 11:00 em Porto Airport,False
renticop_booking_838253,Pedro Johnson,Pedro Johnson,True,Volkswagen Golf,Volkswagen Golf,True,2025-11-27 17:30 em Lisbon Airport,2025-11-27 17:30 em Lisbon Airport,True,"2025-12-02 16:00 em Faro Airport
 diligently",2025-12-02 16:00 em Faro Airport,False
renticop_booking_233051,Rui Coelho,Rui Coelho,True,Hyundai i20,Hyundai i20,True,2026-06-25 10:15 em Lisbon Airport,2026-06-25 10:15 em Lisbon Airport,True,2026-07-09 10:30 em Gaia,2026-07-09 10:30 em Gaia Station,False
renticop_booking_381770,Tiago Coelho,Tiago Coelho,True,Peugeot 208,Peugeot 208,True,2026-05-18 14:45 em Faro Airport,2026-05-18 14:45 em Faro Airport,True,2026-05-25 09:00 em,2026-05-25 09:00 em Santa Cruz Downtown,False
renticop_booking_576782,Joana Johnson,Joana Johnson,True,Seat Ibiza,Seat Ibiza,True,2026-03-07 17:00 em Gaia Station,2026-03-07 17:00 em Gaia Station,True,2026-03-13 20:00 em Faro,2026-03-13 20:00 em Faro Airport,False
renticop_booking_273565,Inês Coelho,Inês Coelho,True,Ford Fiesta,Ford Fiesta,True,2025-07-27 18:30 em Faro Airport,2025-07-27 18:30 em Faro Airport,True,2025-08-03 19:15 em Gaia,2025-08-03 19:15 em Gaia Station,False
renticop_booking_599968,John Garcia,John Garcia,True,Seat Ibiza,Seat Ibiza,True,2025-08-09 17:15 em Funchal Airport,2025-08-09 17:15 em Funchal Airport,True,2025-08-12 16:45 em Gaia,2025-08-12 16:45 em Gaia Station,False
renticop_booking_827744,Rui Marques,Rui Marques,True,Ford Fiesta,Ford Fiesta,True,2025-09-06 09:15 em Gaia Station,2025-09-06 09:15 em Gaia Station,True,2025-09-14 14:00 em Funch,2025-09-14 14:00 em Funchal Airport,False
renticop_booking_243790,Joana Smith,Joana Smith,True,Volkswagen Golf,Volkswagen Golf,True,2026-01-12 20:15 em Funchal Airport,2026-01-12 20:15 em Funchal Airport,True,2026-01-25 18:15 em Santa Cruz,2026-01-25 18:15 em Santa Cruz Downtown,False
renticop_booking_865470,Maria Pereira,Maria Pereira,True,Ford Fiesta,Ford Fiesta,True,2026-01-13 14:30 em Lisbon Airport,2026-01-13 14:30 em Lisbon Airport,True,"2026-01-19 20:15 em Porto Airport
 diligently",2026-01-19 20:15 em Porto Airport,False
renticop_booking_856211,Tiago Pereira,Tiago Pereira,True,Toyota Yaris,Toyota Yaris,True,2026-05-08 20:00 em Lisbon Airport,2026-05-08 20:00 em Lisbon Airport,True,2026-05-13 18:30 em Santa Cruz,2026-05-13 18:30 em Santa Cruz Downtown,False
renticop_booking_442622,Pedro Costa,Pedro Costa,True,Volkswagen Golf,Volkswagen Golf,True,2026-01-17 18:00 em Gaia Station,2026-01-17 18:00 em Gaia Station,True,"2026-01-27 12:45 em Lisbon Airport
 diligently",2026-01-27 12:45 em Lisbon Airport,False
renticop_booking_221620,Joana Marques,Joana Marques,True,Renault Clio,Renault Clio,True,2026-02-18 17:00 em Funchal Airport,2026-02-18 17:00 em Funchal Airport,True,2026-02-28 12:15 em,2026-02-28 12:15 em Gaia Station,False
renticop_booking_463546,Pedro Fernandes,Pedro Fernandes,True,Peugeot 208,Peugeot 208,True,2026-03-25 20:30 em Lisbon Airport,2026-03-25 20:30 em Lisbon Airport,True,2026-04-03 10:30 em Gaia,2026-04-03 10:30 em Gaia Station,False
renticop_booking_356430,Rui Silva,Rui Silva,True,Hyundai i20,Hyundai i20,True,2025-07-24 13:45 em Funchal Airport,2025-07-24 13:45 em Funchal Airport,True,2025-08-01 10:15 em Santa,2025-08-01 10:15 em Santa Cruz Downtown,False
renticop_booking_486162,Emily Fernandes,Emily Fernandes,True,Hyundai i20,Hyundai i20,True,2026-04-29 20:15 em Lisbon Airport,2026-04-29 20:15 em Lisbon Airport,True,2026-05-07 19:15 em Funchal,2026-05-07 19:15 em Funchal Airport,False
renticop_booking_766833,Laura Johnson,Laura Johnson,True,Ford Fiesta,Ford Fiesta,True,2026-06-21 13:00 em Gaia Station,2026-06-21 13:00 em Gaia Station,True,"2026-06-22 20:45 em Porto Airport
 diligently",2026-06-22 20:45 em Porto Airport,False
renticop_booking_884229,Miguel Fernandes,Miguel Fernandes,True,Volkswagen Golf,Volkswagen Golf,True,2025-08-13 09:15 em Funchal Airport,2025-08-13 09:15 em Funchal Airport,True,2025-08-23 18:45 em Santa Cruz,2025-08-23 18:45 em Santa Cruz Downtown,False
renticop_booking_573869,Miguel Garcia,Miguel Garcia,True,Volkswagen Golf,Volkswagen Golf,True,2025-12-05 12:00 em Gaia Station,2025-12-05 12:00 em Gaia Station,True,"2025-12-13 09:15 em Porto Airport
 diligently",2025-12-13 09:15 em Porto Airport,False
renticop_booking_255528,Rui Johnson,Rui Johnson,True,Peugeot 208,Peugeot 208,True,2025-08-16 11:30 em Gaia Station,2025-08-16 11:30 em Gaia Station,True,2025-08-28 14:00 em Porto,2025-08-28 14:00 em Porto Airport,False
renticop_booking_243902,Ana Marques,Ana Marques,True,Seat Ibiza,Seat Ibiza,True,2026-01-31 18:15 em Faro Airport,2026-01-31 18:15 em Faro Airport,True,2026-02-04 18:00 em Gaia,2026-02-04 18:00 em Gaia Station,False
renticop_booking_460745,Diana Fernandes,Diana Fernandes,True,Toyota Yaris,Toyota Yaris,True,2026-04-16 13:45 em Funchal Airport,2026-04-16 13:45 em Funchal Airport,True,2026-04-25 12:15 em Porto,2026-04-25 12:15 em Porto Airport,False
renticop_booking_139807,Pedro Fernandes,Pedro Fernandes,True,Toyota Yaris,Toyota Yaris,True,2025-08-16 11:15 em Funchal Airport,2025-08-16 11:15 em Funchal Airport,True,2025-08-17 08:45 em Porto,2025-08-17 08:45 em Porto Airport,False
renticop_reservation_286080,Miguel Martins,Miguel Martins,True,Seat Ibiza,Seat Ibiza,True,2025-12-13 08:15 (Funchal Airport),2025-12-13 08:15 (Funchal Airport),True,2025-12-14 17:15 (Santa Cruz,2025-12-14 17:15 (Santa Cruz Downtown),False
renticop_reservation_794303,Miguel Martins,Miguel Martins,True,Hyundai i20,Hyundai i20,True,2026-01-19 09:30 (Lisbon Airport),2026-01-19 09:30 (Lisbon Airport),True,2026-01-29 12:30 (Gaia,2026-01-29 12:30 (Gaia Station),False
renticop_reservation_432695,David Coelho,David Coelho,True,Peugeot 208,Peugeot 208,True,2025-09-28 16:30 (Faro Airport),2025-09-28 16:30 (Faro Airport),True,2025-10-10 11:15 (Port,2025-10-10 11:15 (Porto Airport),False
renticop_reservation_836109,Carlos Silva,Carlos Silva,True,Ford Fiesta,Ford Fiesta,True,2026-04-20 20:00 (Santa Cruz Downtown),2026-04-20 20:00 (Santa Cruz Downtown),True,2026-04-27 10:30 (Lisbon Airport,2026-04-27 10:30 (Lisbon Airport),False
renticop_reservation_881549,Pedro Johnson,Pedro Johnson,True,Nissan Micra,Nissan Micra,True,2025-08-09 13:30 (Gaia Station),2025-08-09 13:30 (Gaia Station),True,2025-08-13 10:00 (Porto Airport,2025-08-13 10:00 (Porto Airport),False
renticop_reservation_826847,Emily Garcia,Emily Garcia,True,Nissan Micra,Nissan Micra,True,2025-08-04 12:00 (Funchal Airport),2025-08-04 12:00 (Funchal Airport),True,2025-08-10 19:00 (Faro,2025-08-10 19:00 (Faro Airport),False
renticop_reservation_617033,Pedro Marques,Pedro Marques,True,Toyota Yaris,Toyota Yaris,True,2026-01-10 16:45 (Santa Cruz Downtown),2026-01-10 16:45 (Santa Cruz Downtown),True,2026-01-16 09:45 (Gaia,2026-01-16 09:45 (Gaia Station),False
renticop_reservation_409234,Maria Silva,Maria Silva,True,Renault Clio,Renault Clio,True,2025-07-11 12:00 (Lisbon Airport),2025-07-11 12:00 (Lisbon Airport),True,2025-07-17 09:30 (Faro,2025-07-17 09:30 (Faro Airport),False
renticop_reservation_454366,Laura Santos,Laura Santos,True,Renault Clio,Renault Clio,True,2026-05-01 15:00 (Santa Cruz Downtown),2026-05-01 15:00 (Santa Cruz Downtown),True,2026-05-11 14:15 (Faro Airport,2026-05-11 14:15 (Faro Airport),False
renticop_reservation_299212,Miguel Garcia,Miguel Garcia,True,Ford Fiesta,Ford Fiesta,True,2026-01-26 16:30 (Porto Airport),2026-01-26 16:30 (Porto Airport),True,2026-02-07 18:30 (Lisbon Airport,2026-02-07 18:30 (Lisbon Airport),False
renticop_reservation_980651,Tiago Costa,Tiago Costa,True,Nissan Micra,Nissan Micra,True,2026-03-09 08:30 (Funchal Airport),2026-03-09 08:30 (Funchal Airport),True,2026-03-12 08:45 (Port,2026-03-12 08:45 (Porto Airport),False
renticop_reservation_293862,Laura Marques,Laura Marques,True,Nissan Micra,Nissan Micra,True,2026-01-06 13:15 (Porto Airport),2026-01-06 13:15 (Porto Airport),True,2026-01-13 15:00 (Faro,2026-01-13 15:00 (Faro Airport),False
renticop_reservation_691655,Rui Smith,Rui Smith,True,Toyota Yaris,Toyota Yaris,True,2025-08-01 20:00 (Santa Cruz Downtown),2025-08-01 20:00 (Santa Cruz Downtown),True,2025-08-04 09:30 (Faro,2025-08-04 09:30 (Faro Airport),False
renticop_reservation_958160,Rui Marques,Rui Marques,True,Ford Fiesta,Ford Fiesta,True,2026-03-25 16:45 (Faro Airport),2026-03-25 16:45 (Faro Airport),True,2026-04-01 17:15 (Porto,2026-04-01 17:15 (Porto Airport),False
renticop_reservation_136415,Rui Martins,Rui Martins,True,Hyundai i20,Hyundai i20,True,2026-03-15 16:15 (Lisbon Airport),2026-03-15 16:15 (Lisbon Airport),True,2026-03-25 09:45 (F,2026-03-25 09:45 (Funchal Airport),False
renticop_reservation_311727,InÃªs Marques,InÃªs Marques,True,Hyundai i20,Hyundai i20,True,2026-05-18 17:30 (Funchal Airport),2026-05-18 17:30 (Funchal Airport),True,2026-05-21 13:,2026-05-21 13:00 (Faro Airport),False
renticop_reservation_644932,Rui Smith,Rui Smith,True,Ford Fiesta,Ford Fiesta,True,2026-02-20 08:45 (Lisbon Airport),2026-02-20 08:45 (Lisbon Airport),True,2026-03-06 09:45 (Santa Cruz,2026-03-06 09:45 (Santa Cruz Downtown),False
renticop_reservation_923914,Tiago Santos,Tiago Santos,True,Nissan Micra,Nissan Micra,True,2025-11-24 16:30 (Faro Airport),2025-11-24 16:30 (Faro Airport),True,2025-12-08 14:30 (Gaia,2025-12-08 14:30 (Gaia Station),False
renticop_reservation_280564,David Silva,David Silva,True,Toyota Yaris,Toyota Yaris,True,2025-11-19 10:45 (Porto Airport),2025-11-19 10:45 (Porto Airport),True,2025-11-26 08:45 (Gaia Station,2025-11-26 08:45 (Gaia Station),False
renticop_reservation_876936,Emily Marques,Emily Marques,True,Hyundai i20,Hyundai i20,True,2026-03-06 16:30 (Funchal Airport),2026-03-06 16:30 (Funchal Airport),True,2026-03-19 08:15 (Port,2026-03-19 08:15 (Porto Airport),False
renticop_reservation_696296,Rui Costa,Rui Costa,True,Volkswagen Golf,Volkswagen Golf,True,2025-07-15 11:15 (Funchal Airport),2025-07-15 11:15 (Funchal Airport),True,2025-07-18 08:15 (Faro,2025-07-18 08:15 (Faro Airport),False
renticop_reservation_387286,Carlos Garcia,Carlos Garcia,True,Toyota Yaris,Toyota Yaris,True,2026-01-05 15:45 (Gaia Station),2026-01-05 15:45 (Gaia Station),True,2026-01-19 18:00 (Funchal,2026-01-19 18:00 (Funchal Airport),False
renticop_reservation_286209,Tiago Fernandes,Tiago Fernandes,True,Ford Fiesta,Ford Fiesta,True,2026-02-28 16:30 (Porto Airport),2026-02-28 16:30 (Porto Airport),True,2026-03-10 13:15 (Gaia,2026-03-10 13:15 (Gaia Station),False
renticop_reservation_270820,Sara Silva,Sara Silva,True,Peugeot 208,Peugeot 208,True,2026-04-19 11:15 (Gaia Station),2026-04-19 11:15 (Gaia Station),True,2026-05-02 18:15 (Lis,2026-05-02 18:15 (Lisbon Airport),False
renticop_reservation_918207,Laura Silva,Laura Silva,True,Toyota Yaris,Toyota Yaris,True,2026-06-15 15:15 (Santa Cruz Downtown),2026-06-15 15:15 (Santa Cruz Downtown),True,2026-06-16 18:15 (Funchal,2026-06-16 18:15 (Funchal Airport),False
renticop_reservation_847362,Diana Smith,Diana Smith,True,Toyota Yaris,Toyota Yaris,True,2026-06-29 12:45 (Faro Airport),2026-06-29 12:45 (Faro Airport),True,2026-07-10 14:30 (Porto Airport,2026-07-10 14:30 (Porto Airport),False
renticop_reservation_964352,InÃªs Costa,InÃªs Costa,True,Peugeot 208,Peugeot 208,True,2026-05-16 17:00 (Santa Cruz Downtown),2026-05-16 17:00 (Santa Cruz Downtown),True,2026-05-23 08:30,2026-05-23 08:30 (Gaia Station),False
renticop_reservation_166938,Maria Fernandes,Maria Fernandes,True,Toyota Yaris,Toyota Yaris,True,2025-12-20 18:30 (Gaia Station),2025-12-20 18:30 (Gaia Station),True,2025-12-25 12:30 (Porto,2025-12-25 12:30 (Porto Airport),False
renticop_reservation_159532,Diana Garcia,Diana Garcia,True,Nissan Micra,Nissan Micra,True,2026-05-04 18:30 (Gaia Station),2026-05-04 18:30 (Gaia Station),True,2026-05-11 18:15 (Funchal,2026-05-11 18:15 (Funchal Airport),False
renticop_reservation_524252,Ana Marques,Ana Marques,True,Nissan Micra,Nissan Micra,True,2026-01-15 08:15 (Gaia Station),2026-01-15 08:15 (Gaia Station),True,2026-01-27 13:15 (Santa Cruz,2026-01-27 13:15 (Santa Cruz Downtown),False
renticop_reservation_631958,InÃªs Johnson,InÃªs Johnson,True,Peugeot 208,Peugeot 208,True,2025-12-01 10:15 (Faro Airport),2025-12-01 10:15 (Faro Airport),True,2025-12-15 12:00,2025-12-15 12:00 (Lisbon Airport),False
renticop_reservation_812730,Laura Oliveira,Laura Oliveira,True,Hyundai i20,Hyundai i20,True,2025-12-19 09:15 (Gaia Station),2025-12-19 09:15 (Gaia Station),True,2025-12-30 13:15 (Porto Airport,2025-12-30 13:15 (Porto Airport),False
renticop_reservation_225636,Emily Costa,Emily Costa,True,Hyundai i20,Hyundai i20,True,2026-06-14 16:30 (Lisbon Airport),2026-06-14 16:30 (Lisbon Airport),True,2026-06-21 14:00 (Porto,2026-06-21 14:00 (Porto Airport),False
renticop_reservation_250181,Joana Fernandes,Joana Fernandes,True,Renault Clio,Renault Clio,True,2025-12-09 19:15 (Faro Airport),2025-12-09 19:15 (Faro Airport),True,2025-12-23 20:00 (Port,2025-12-23 20:00 (Porto Airport),False
renticop_reservation_574012,John Silva,John Silva,True,Renault Clio,Renault Clio,True,2025-11-18 20:15 (Faro Airport),2025-11-18 20:15 (Faro Airport),True,2025-11-22 17:15 (Funchal,2025-11-22 17:15 (Funchal Airport),False
renticop_reservation_522988,InÃªs Marques,InÃªs Marques,True,Volkswagen Golf,Volkswagen Golf,True,2026-02-05 14:00 (Gaia Station),2026-02-05 14:00 (Gaia Station),True,2026-02-13 08:15 (,2026-02-13 08:15 (Porto Airport),False
renticop_reservation_299834,Diana Costa,Diana Costa,True,Ford Fiesta,Ford Fiesta,True,2025-07-10 08:15 (Porto Airport),2025-07-10 08:15 (Porto Airport),True,2025-07-21 11:30 (Lisbon Airport,2025-07-21 11:30 (Lisbon Airport),False
renticop_reservation_275133,Tiago Smith,Tiago Smith,True,Seat Ibiza,Seat Ibiza,True,2025-08-03 08:30 (Gaia Station),2025-08-03 08:30 (Gaia Station),True,2025-08-17 12:45 (Santa Cruz,2025-08-17 12:45 (Santa Cruz Downtown),False
renticop_reservation_459381,InÃªs Oliveira,InÃªs Oliveira,True,Toyota Yaris,Toyota Yaris,True,2026-03-08 20:15 (Funchal Airport),2026-03-08 20:15 (Funchal Airport),True,2026-03-14 10:45,2026-03-14 10:45 (Lisbon Airport),False
renticop_reservation_869735,Pedro Garcia,Pedro Garcia,True,Hyundai i20,Hyundai i20,True,2025-07-12 16:15 (Gaia Station),2025-07-12 16:15 (Gaia Station),True,2025-07-22 09:30 (Funchal,2025-07-22 09:30 (Funchal Airport),False
renticop_reservation_753404,Ana Costa,Ana Costa,True,Ford Fiesta,Ford Fiesta,True,2025-07-25 08:00 (Funchal Airport),2025-07-25 08:00 (Funchal Airport),True,2025-08-04 18:00 (Gaia Station,2025-08-04 18:00 (Gaia Station),False
renticop_reservation_735053,Ana Pereira,Ana Pereira,True,Ford Fiesta,Ford Fiesta,True,2026-06-24 14:00 (Porto Airport),2026-06-24 14:00 (Porto Airport),True,2026-06-27 16:00 (Funchal,2026-06-27 16:00 (Funchal Airport),False
renticop_reservation_915749,Tiago Garcia,Tiago Garcia,True,Volkswagen Golf,Volkswagen Golf,True,2025-11-12 16:15 (Porto Airport),2025-11-12 16:15 (Porto Airport),True,2025-11-26 13:45 (Lisbon,2025-11-26 13:45 (Lisbon Airport),False
renticop_reservation_821634,Joana Garcia,Joana Garcia,True,Nissan Micra,Nissan Micra,True,2026-03-04 11:00 (Funchal Airport),2026-03-04 11:00 (Funchal Airport),True,2026-03-10 08:00 (Santa,2026-03-10 08:00 (Santa Cruz Downtown),False
renticop_reservation_993647,Pedro Silva,Pedro Silva,True,Renault Clio,Renault Clio,True,2025-11-26 20:30 (Funchal Airport),2025-11-26 20:30 (Funchal Airport),True,2025-12-02 14:00 (Lis,2025-12-02 14:00 (Lisbon Airport),False
renticop_reservation_752011,Joana Fernandes,Joana Fernandes,True,Hyundai i20,Hyundai i20,True,2025-11-15 09:30 (Funchal Airport),2025-11-15 09:30 (Funchal Airport),True,2025-11-27 13:15 (,2025-11-27 13:15 (Faro Airport),False
renticop_reservation_823415,Ana Marques,Ana Marques,True,Renault Clio,Renault Clio,True,2026-03-02 14:15 (Gaia Station),2026-03-02 14:15 (Gaia Station),True,2026-03-15 09:15 (Funch,2026-03-15 09:15 (Funchal Airport),False
renticop_reservation_606121,Joana Pereira,Joana Pereira,True,Volkswagen Golf,Volkswagen Golf,True,2026-04-18 15:15 (Porto Airport),2026-04-18 15:15 (Porto Airport),True,2026-04-29 17:45 (Santa Cruz,2026-04-29 17:45 (Santa Cruz Downtown),False
renticop_reservation_237002,Joana Martins,Joana Martins,True,Seat Ibiza,Seat Ibiza,True,2026-03-05 09:45 (Funchal Airport),2026-03-05 09:45 (Funchal Airport),True,2026-03-13 15:00 (Port,2026-03-13 15:00 (Porto Airport),False
renticop_reservation_650311,Rui Coelho,Rui Coelho,True,Ford Fiesta,Ford Fiesta,True,2026-04-22 17:15 (Santa Cruz Downtown),2026-04-22 17:15 (Santa Cruz Downtown),True,2026-05-04 18:30 (Gaia,2026-05-04 18:30 (Gaia Station),False
renticop_reservation_605339,Carlos Garcia,Carlos Garcia,True,Renault Clio,Renault Clio,True,2025-12-25 18:45 (Funchal Airport),2025-12-25 18:45 (Funchal Airport),True,2026-01-05 10:00 (Gaia,2026-01-05 10:00 (Gaia Station),False
renticop_reservation_273438,David Fernandes,David Fernandes,True,Toyota Yaris,Toyota Yaris,True,2025-08-08 15:30 (Porto Airport),2025-08-08 15:30 (Porto Airport),True,2025-08-21 11:30 (Funch,2025-08-21 11:30 (Funchal Airport),False
renticop_reservation_956794,Sara Marques,Sara Marques,True,Nissan Micra,Nissan Micra,True,2025-10-29 15:45 (Funchal Airport),2025-10-29 15:45 (Funchal Airport),True,2025-10-31 20:45 (F,2025-10-31 20:45 (Faro Airport),False
renticop_reservation_785111,David Martins,David Martins,True,Peugeot 208,Peugeot 208,True,2025-07-10 14:45 (Funchal Airport),2025-07-10 14:45 (Funchal Airport),True,2025-07-12 08:00 (Santa,2025-07-12 08:00 (Santa Cruz Downtown),False
renticop_reservation_786393,Laura Garcia,Laura Garcia,True,Nissan Micra,Nissan Micra,True,2026-06-09 13:30 (Faro Airport),2026-06-09 13:30 (Faro Airport),True,2026-06-17 08:15 (Porto Airport,2026-06-17 08:15 (Porto Airport),False
renticop_reservation_574514,Miguel Martins,Miguel Martins,True,Peugeot 208,Peugeot 208,True,2025-08-28 20:15 (Porto Airport),2025-08-28 20:15 (Porto Airport),True,2025-08-30 08:30 (Gaia,2025-08-30 08:30 (Gaia Station),False
renticop_reservation_211486,Miguel Martins,Miguel Martins,True,Toyota Yaris,Toyota Yaris,True,2025-07-24 15:15 (Funchal Airport),2025-07-24 15:15 (Funchal Airport),True,2025-07-27 19:45 (Porto,2025-07-27 19:45 (Porto Airport),False
renticop_reservation_326061,Joana Marques,Joana Marques,True,Volkswagen Golf,Volkswagen Golf,True,2026-02-20 20:15 (Funchal Airport),2026-02-20 20:15 (Funchal Airport),True,2026-03-06 19:30 (F,2026-03-06 19:30 (Faro Airport),False
renticop_reservation_717413,Rui Coelho,Rui Coelho,True,Volkswagen Golf,Volkswagen Golf,True,2025-09-02 15:45 (Faro Airport),2025-09-02 15:45 (Faro Airport),True,2025-09-15 18:15 (Funch,2025-09-15 18:15 (Funchal Airport),False
renticop_reservation_606390,Sara Pereira,Sara Pereira,True,Seat Ibiza,Seat Ibiza,True,2026-03-18 10:15 (Funchal Airport),2026-03-18 10:15 (Funchal Airport),True,2026-03-31 19:15 (F,2026-03-31 19:15 (Faro Airport),False
renticop_reservation_738576,Sara Marques,Sara Marques,True,Renault Clio,Renault Clio,True,2026-06-20 11:30 (Porto Airport),2026-06-20 11:30 (Porto Airport),True,2026-07-03 14:30 (Faro,2026-07-03 14:30 (Faro Airport),False
renticop_reservation_884782,Tiago Martins,Tiago Martins,True,Peugeot 208,Peugeot 208,True,2026-03-20 19:30 (Lisbon Airport),2026-03-20 19:30 (Lisbon Airport),True,2026-03-25 19:15 (,2026-03-25 19:15 (Santa Cruz Downtown),False
renticop_reservation_239116,Joana Coelho,Joana Coelho,True,Nissan Micra,Nissan Micra,True,2026-06-29 10:30 (Porto Airport),2026-06-29 10:30 (Porto Airport),True,2026-07-10 19:00 (Santa,2026-07-10 19:00 (Santa Cruz Downtown),False
renticop_reservation_537757,InÃªs Martins,InÃªs Martins,True,Volkswagen Golf,Volkswagen Golf,True,2026-06-11 16:30 (Santa Cruz Downtown),2026-06-11 16:30 (Santa Cruz Downtown),True,2026-06-23 14:00 (F,2026-06-23 14:00 (Funchal Airport),False
renticop_reservation_159354,John Coelho,John Coelho,True,Peugeot 208,Peugeot 208,True,2025-10-11 20:15 (Lisbon Airport),2025-10-11 20:15 (Lisbon Airport),True,2025-10-16 12:30 (,2025-10-16 12:30 (Funchal Airport),False
renticop_reservation_476105,Laura Silva,Laura Silva,True,Peugeot 208,Peugeot 208,True,2026-02-17 17:15 (Lisbon Airport),2026-02-17 17:15 (Lisbon Airport),True,2026-02-19 19:45 (Santa,2026-02-19 19:45 (Santa Cruz Downtown),False
renticop_reservation_506380,John Marques,John Marques,True,Peugeot 208,Peugeot 208,True,2026-01-30 18:30 (Funchal Airport),2026-01-30 18:30 (Funchal Airport),True,2026-02-12 16:00 (,2026-02-12 16:00 (Gaia Station),False
renticop_reservation_970300,Rui Fernandes,Rui Fernandes,True,Peugeot 208,Peugeot 208,True,2025-10-24 19:30 (Gaia Station),2025-10-24 19:30 (Gaia Station),True,2025-11-04 20:15 (,2025-11-04 20:15 (Lisbon Airport),False
renticop_reservation_296059,InÃªs Santos,InÃªs Santos,True,Peugeot 208,Peugeot 208,True,2025-09-27 16:00 (Faro Airport),2025-09-27 16:00 (Faro Airport),True,2025-10-09 14:00,2025-10-09 14:00 (Porto Airport),False
renticop_reservation_105919,Tiago Smith,Tiago Smith,True,Volkswagen Golf,Volkswagen Golf,True,2025-12-17 19:15 (Porto Airport),2025-12-17 19:15 (Porto Airport),True,2025-12-25 08:15 (Santa Cruz Downtown,2025-12-25 08:15 (Santa Cruz Downtown),False
renticop_reservation_984096,InÃªs Pereira,InÃªs Pereira,True,Renault Clio,Renault Clio,True,2026-06-04 15:30 (Santa Cruz Downtown),2026-06-04 15:30 (Santa Cruz Downtown),True,2026-06-09 09:30,2026-06-09 09:30 (Lisbon Airport),False
